#Digilent WaveForms Data Logger
#Device Name: DiscoveryStudio
#Serial Number: SN:210384B1931D
#Date Time: 2025-04-29 14:55:47.401

Time (s),C2 (V)
19.9534,1.650880569401546
19.9532,1.650880569401546
19.953,1.650880569401546
19.9528,1.654558881124963
19.9526,1.650880569401546
19.9524,1.650880569401546
19.9522,1.654558881124963
19.952,1.650880569401546
19.9518,1.650880569401546
19.9516,1.654558881124963
19.9514,1.654558881124963
19.9512,1.654558881124963
19.951,1.654558881124963
19.9508,1.654558881124963
19.9506,1.654558881124963
19.9504,1.654558881124963
19.9502,1.654558881124963
19.95,1.654558881124963
19.9498,1.654558881124963
19.9496,1.65823719284838
19.9494,1.65823719284838
19.9492,1.65823719284838
19.949,1.661915504571797
19.9488,1.661915504571797
19.9486,1.661915504571797
19.9484,1.661915504571797
19.9482,1.665593816295214
19.948,1.665593816295214
19.9478,1.665593816295214
19.9476,1.665593816295214
19.9474,1.665593816295214
19.9472,1.665593816295214
19.947,1.669272128018631
19.9468,1.665593816295214
19.9466,1.669272128018631
19.9464,1.669272128018631
19.9462,1.669272128018631
19.946,1.669272128018631
19.9458,1.669272128018631
19.9456,1.669272128018631
19.9454,1.669272128018631
19.9452,1.669272128018631
19.945,1.665593816295214
19.9448,1.665593816295214
19.9446,1.665593816295214
19.9444,1.669272128018631
19.9442,1.665593816295214
19.944,1.665593816295214
19.9438,1.665593816295214
19.9436,1.665593816295214
19.9434,1.669272128018631
19.9432,1.665593816295214
19.943,1.665593816295214
19.9428,1.669272128018631
19.9426,1.665593816295214
19.9424,1.669272128018631
19.9422,1.669272128018631
19.942,1.669272128018631
19.9418,1.669272128018631
19.9416,1.669272128018631
19.9414,1.669272128018631
19.9412,1.669272128018631
19.941,1.669272128018631
19.9408,1.665593816295214
19.9406,1.665593816295214
19.9404,1.661915504571797
19.9402,1.661915504571797
19.94,1.65823719284838
19.9398,1.65823719284838
19.9396,1.65823719284838
19.9394,1.654558881124963
19.9392,1.650880569401546
19.939,1.650880569401546
19.9388,1.650880569401546
19.9386,1.650880569401546
19.9384,1.647202257678129
19.9382,1.647202257678129
19.938,1.647202257678129
19.9378,1.643523945954712
19.9376,1.643523945954712
19.9374,1.643523945954712
19.9372,1.643523945954712
19.937,1.643523945954712
19.9368,1.643523945954712
19.9366,1.639845634231295
19.9364,1.639845634231295
19.9362,1.639845634231295
19.936,1.643523945954712
19.9358,1.639845634231295
19.9356,1.639845634231295
19.9354,1.639845634231295
19.9352,1.639845634231295
19.935,1.636167322507877
19.9348,1.639845634231295
19.9346,1.639845634231295
19.9344,1.639845634231295
19.9342,1.639845634231295
19.934,1.639845634231295
19.9338,1.639845634231295
19.9336,1.639845634231295
19.9334,1.639845634231295
19.9332,1.643523945954712
19.933,1.643523945954712
19.9328,1.643523945954712
19.9326,1.647202257678129
19.9324,1.647202257678129
19.9322,1.650880569401546
19.932,1.650880569401546
19.9318,1.650880569401546
19.9316,1.650880569401546
19.9314,1.654558881124963
19.9312,1.654558881124963
19.931,1.65823719284838
19.9308,1.65823719284838
19.9306,1.65823719284838
19.9304,1.65823719284838
19.9302,1.661915504571797
19.93,1.661915504571797
19.9298,1.661915504571797
19.9296,1.661915504571797
19.9294,1.665593816295214
19.9292,1.665593816295214
19.929,1.665593816295214
19.9288,1.665593816295214
19.9286,1.665593816295214
19.9284,1.665593816295214
19.9282,1.665593816295214
19.928,1.665593816295214
19.9278,1.665593816295214
19.9276,1.665593816295214
19.9274,1.665593816295214
19.9272,1.661915504571797
19.927,1.661915504571797
19.9268,1.661915504571797
19.9266,1.661915504571797
19.9264,1.661915504571797
19.9262,1.661915504571797
19.926,1.65823719284838
19.9258,1.65823719284838
19.9256,1.65823719284838
19.9254,1.65823719284838
19.9252,1.65823719284838
19.925,1.65823719284838
19.9248,1.65823719284838
19.9246,1.654558881124963
19.9244,1.65823719284838
19.9242,1.654558881124963
19.924,1.654558881124963
19.9238,1.654558881124963
19.9236,1.654558881124963
19.9234,1.654558881124963
19.9232,1.654558881124963
19.923,1.654558881124963
19.9228,1.650880569401546
19.9226,1.650880569401546
19.9224,1.650880569401546
19.9222,1.654558881124963
19.922,1.650880569401546
19.9218,1.650880569401546
19.9216,1.650880569401546
19.9214,1.650880569401546
19.9212,1.650880569401546
19.921,1.650880569401546
19.9208,1.650880569401546
19.9206,1.650880569401546
19.9204,1.654558881124963
19.9202,1.654558881124963
19.92,1.654558881124963
19.9198,1.654558881124963
19.9196,1.654558881124963
19.9194,1.654558881124963
19.9192,1.654558881124963
19.919,1.654558881124963
19.9188,1.65823719284838
19.9186,1.65823719284838
19.9184,1.65823719284838
19.9182,1.65823719284838
19.918,1.65823719284838
19.9178,1.65823719284838
19.9176,1.65823719284838
19.9174,1.65823719284838
19.9172,1.661915504571797
19.917,1.661915504571797
19.9168,1.661915504571797
19.9166,1.661915504571797
19.9164,1.661915504571797
19.9162,1.661915504571797
19.916,1.665593816295214
19.9158,1.665593816295214
19.9156,1.665593816295214
19.9154,1.665593816295214
19.9152,1.665593816295214
19.915,1.669272128018631
19.9148,1.669272128018631
19.9146,1.669272128018631
19.9144,1.669272128018631
19.9142,1.669272128018631
19.914,1.669272128018631
19.9138,1.669272128018631
19.9136,1.672950439742048
19.9134,1.672950439742048
19.9132,1.672950439742048
19.913,1.672950439742048
19.9128,1.672950439742048
19.9126,1.672950439742048
19.9124,1.676628751465466
19.9122,1.676628751465466
19.912,1.676628751465466
19.9118,1.676628751465466
19.9116,1.676628751465466
19.9114,1.676628751465466
19.9112,1.676628751465466
19.911,1.676628751465466
19.9108,1.676628751465466
19.9106,1.676628751465466
19.9104,1.680307063188883
19.9102,1.680307063188883
19.91,1.680307063188883
19.9098,1.680307063188883
19.9096,1.6839853749123
19.9094,1.680307063188883
19.9092,1.6839853749123
19.909,1.6839853749123
19.9088,1.6839853749123
19.9086,1.6839853749123
19.9084,1.6839853749123
19.9082,1.6839853749123
19.908,1.6839853749123
19.9078,1.6839853749123
19.9076,1.680307063188883
19.9074,1.680307063188883
19.9072,1.680307063188883
19.907,1.676628751465466
19.9068,1.672950439742048
19.9066,1.672950439742048
19.9064,1.669272128018631
19.9062,1.669272128018631
19.906,1.665593816295214
19.9058,1.661915504571797
19.9056,1.661915504571797
19.9054,1.65823719284838
19.9052,1.65823719284838
19.905,1.654558881124963
19.9048,1.654558881124963
19.9046,1.650880569401546
19.9044,1.650880569401546
19.9042,1.650880569401546
19.904,1.647202257678129
19.9038,1.647202257678129
19.9036,1.647202257678129
19.9034,1.647202257678129
19.9032,1.647202257678129
19.903,1.647202257678129
19.9028,1.647202257678129
19.9026,1.647202257678129
19.9024,1.647202257678129
19.9022,1.647202257678129
19.902,1.643523945954712
19.9018,1.643523945954712
19.9016,1.643523945954712
19.9014,1.643523945954712
19.9012,1.639845634231295
19.901,1.639845634231295
19.9008,1.636167322507877
19.9006,1.636167322507877
19.9004,1.636167322507877
19.9002,1.636167322507877
19.9,1.63248901078446
19.8998,1.63248901078446
19.8996,1.63248901078446
19.8994,1.63248901078446
19.8992,1.63248901078446
19.899,1.636167322507877
19.8988,1.636167322507877
19.8986,1.636167322507877
19.8984,1.63248901078446
19.8982,1.636167322507877
19.898,1.636167322507877
19.8978,1.636167322507877
19.8976,1.636167322507877
19.8974,1.636167322507877
19.8972,1.636167322507877
19.897,1.636167322507877
19.8968,1.636167322507877
19.8966,1.639845634231295
19.8964,1.639845634231295
19.8962,1.639845634231295
19.896,1.639845634231295
19.8958,1.639845634231295
19.8956,1.639845634231295
19.8954,1.639845634231295
19.8952,1.639845634231295
19.895,1.643523945954712
19.8948,1.643523945954712
19.8946,1.643523945954712
19.8944,1.643523945954712
19.8942,1.643523945954712
19.894,1.647202257678129
19.8938,1.647202257678129
19.8936,1.647202257678129
19.8934,1.650880569401546
19.8932,1.650880569401546
19.893,1.650880569401546
19.8928,1.654558881124963
19.8926,1.654558881124963
19.8924,1.654558881124963
19.8922,1.654558881124963
19.892,1.65823719284838
19.8918,1.65823719284838
19.8916,1.661915504571797
19.8914,1.661915504571797
19.8912,1.661915504571797
19.891,1.661915504571797
19.8908,1.661915504571797
19.8906,1.661915504571797
19.8904,1.665593816295214
19.8902,1.665593816295214
19.89,1.665593816295214
19.8898,1.665593816295214
19.8896,1.665593816295214
19.8894,1.665593816295214
19.8892,1.665593816295214
19.889,1.665593816295214
19.8888,1.665593816295214
19.8886,1.665593816295214
19.8884,1.661915504571797
19.8882,1.661915504571797
19.888,1.661915504571797
19.8878,1.661915504571797
19.8876,1.661915504571797
19.8874,1.661915504571797
19.8872,1.65823719284838
19.887,1.661915504571797
19.8868,1.65823719284838
19.8866,1.65823719284838
19.8864,1.65823719284838
19.8862,1.654558881124963
19.886,1.654558881124963
19.8858,1.654558881124963
19.8856,1.654558881124963
19.8854,1.650880569401546
19.8852,1.654558881124963
19.885,1.654558881124963
19.8848,1.650880569401546
19.8846,1.654558881124963
19.8844,1.654558881124963
19.8842,1.654558881124963
19.884,1.654558881124963
19.8838,1.654558881124963
19.8836,1.654558881124963
19.8834,1.654558881124963
19.8832,1.654558881124963
19.883,1.650880569401546
19.8828,1.654558881124963
19.8826,1.650880569401546
19.8824,1.650880569401546
19.8822,1.650880569401546
19.882,1.647202257678129
19.8818,1.647202257678129
19.8816,1.647202257678129
19.8814,1.647202257678129
19.8812,1.647202257678129
19.881,1.647202257678129
19.8808,1.647202257678129
19.8806,1.647202257678129
19.8804,1.647202257678129
19.8802,1.647202257678129
19.88,1.647202257678129
19.8798,1.650880569401546
19.8796,1.650880569401546
19.8794,1.650880569401546
19.8792,1.650880569401546
19.879,1.650880569401546
19.8788,1.654558881124963
19.8786,1.654558881124963
19.8784,1.654558881124963
19.8782,1.654558881124963
19.878,1.654558881124963
19.8778,1.65823719284838
19.8776,1.65823719284838
19.8774,1.65823719284838
19.8772,1.65823719284838
19.877,1.65823719284838
19.8768,1.65823719284838
19.8766,1.65823719284838
19.8764,1.65823719284838
19.8762,1.65823719284838
19.876,1.65823719284838
19.8758,1.65823719284838
19.8756,1.654558881124963
19.8754,1.654558881124963
19.8752,1.654558881124963
19.875,1.654558881124963
19.8748,1.654558881124963
19.8746,1.654558881124963
19.8744,1.654558881124963
19.8742,1.654558881124963
19.874,1.650880569401546
19.8738,1.654558881124963
19.8736,1.654558881124963
19.8734,1.654558881124963
19.8732,1.654558881124963
19.873,1.654558881124963
19.8728,1.65823719284838
19.8726,1.65823719284838
19.8724,1.65823719284838
19.8722,1.65823719284838
19.872,1.65823719284838
19.8718,1.661915504571797
19.8716,1.661915504571797
19.8714,1.661915504571797
19.8712,1.661915504571797
19.871,1.665593816295214
19.8708,1.665593816295214
19.8706,1.665593816295214
19.8704,1.665593816295214
19.8702,1.669272128018631
19.87,1.669272128018631
19.8698,1.669272128018631
19.8696,1.669272128018631
19.8694,1.669272128018631
19.8692,1.669272128018631
19.869,1.669272128018631
19.8688,1.672950439742048
19.8686,1.672950439742048
19.8684,1.672950439742048
19.8682,1.672950439742048
19.868,1.672950439742048
19.8678,1.672950439742048
19.8676,1.672950439742048
19.8674,1.672950439742048
19.8672,1.672950439742048
19.867,1.672950439742048
19.8668,1.672950439742048
19.8666,1.672950439742048
19.8664,1.672950439742048
19.8662,1.672950439742048
19.866,1.672950439742048
19.8658,1.672950439742048
19.8656,1.672950439742048
19.8654,1.672950439742048
19.8652,1.672950439742048
19.865,1.672950439742048
19.8648,1.672950439742048
19.8646,1.669272128018631
19.8644,1.669272128018631
19.8642,1.669272128018631
19.864,1.669272128018631
19.8638,1.669272128018631
19.8636,1.669272128018631
19.8634,1.669272128018631
19.8632,1.669272128018631
19.863,1.669272128018631
19.8628,1.669272128018631
19.8626,1.665593816295214
19.8624,1.665593816295214
19.8622,1.665593816295214
19.862,1.665593816295214
19.8618,1.665593816295214
19.8616,1.661915504571797
19.8614,1.661915504571797
19.8612,1.661915504571797
19.861,1.65823719284838
19.8608,1.65823719284838
19.8606,1.65823719284838
19.8604,1.65823719284838
19.8602,1.654558881124963
19.86,1.654558881124963
19.8598,1.654558881124963
19.8596,1.654558881124963
19.8594,1.654558881124963
19.8592,1.654558881124963
19.859,1.654558881124963
19.8588,1.654558881124963
19.8586,1.654558881124963
19.8584,1.654558881124963
19.8582,1.654558881124963
19.858,1.654558881124963
19.8578,1.654558881124963
19.8576,1.65823719284838
19.8574,1.65823719284838
19.8572,1.65823719284838
19.857,1.65823719284838
19.8568,1.65823719284838
19.8566,1.65823719284838
19.8564,1.65823719284838
19.8562,1.65823719284838
19.856,1.65823719284838
19.8558,1.65823719284838
19.8556,1.65823719284838
19.8554,1.654558881124963
19.8552,1.654558881124963
19.855,1.654558881124963
19.8548,1.65823719284838
19.8546,1.65823719284838
19.8544,1.65823719284838
19.8542,1.654558881124963
19.854,1.654558881124963
19.8538,1.65823719284838
19.8536,1.65823719284838
19.8534,1.65823719284838
19.8532,1.65823719284838
19.853,1.65823719284838
19.8528,1.654558881124963
19.8526,1.654558881124963
19.8524,1.654558881124963
19.8522,1.654558881124963
19.852,1.654558881124963
19.8518,1.654558881124963
19.8516,1.654558881124963
19.8514,1.650880569401546
19.8512,1.650880569401546
19.851,1.650880569401546
19.8508,1.650880569401546
19.8506,1.647202257678129
19.8504,1.647202257678129
19.8502,1.647202257678129
19.85,1.647202257678129
19.8498,1.647202257678129
19.8496,1.647202257678129
19.8494,1.647202257678129
19.8492,1.647202257678129
19.849,1.647202257678129
19.8488,1.647202257678129
19.8486,1.647202257678129
19.8484,1.650880569401546
19.8482,1.647202257678129
19.848,1.650880569401546
19.8478,1.650880569401546
19.8476,1.650880569401546
19.8474,1.650880569401546
19.8472,1.650880569401546
19.847,1.654558881124963
19.8468,1.654558881124963
19.8466,1.654558881124963
19.8464,1.654558881124963
19.8462,1.654558881124963
19.846,1.654558881124963
19.8458,1.65823719284838
19.8456,1.65823719284838
19.8454,1.65823719284838
19.8452,1.65823719284838
19.845,1.65823719284838
19.8448,1.65823719284838
19.8446,1.661915504571797
19.8444,1.661915504571797
19.8442,1.661915504571797
19.844,1.661915504571797
19.8438,1.661915504571797
19.8436,1.661915504571797
19.8434,1.661915504571797
19.8432,1.661915504571797
19.843,1.665593816295214
19.8428,1.665593816295214
19.8426,1.661915504571797
19.8424,1.661915504571797
19.8422,1.661915504571797
19.842,1.661915504571797
19.8418,1.661915504571797
19.8416,1.661915504571797
19.8414,1.661915504571797
19.8412,1.661915504571797
19.841,1.65823719284838
19.8408,1.65823719284838
19.8406,1.654558881124963
19.8404,1.654558881124963
19.8402,1.650880569401546
19.84,1.650880569401546
19.8398,1.650880569401546
19.8396,1.647202257678129
19.8394,1.647202257678129
19.8392,1.647202257678129
19.839,1.643523945954712
19.8388,1.643523945954712
19.8386,1.643523945954712
19.8384,1.639845634231295
19.8382,1.639845634231295
19.838,1.639845634231295
19.8378,1.643523945954712
19.8376,1.643523945954712
19.8374,1.643523945954712
19.8372,1.643523945954712
19.837,1.643523945954712
19.8368,1.643523945954712
19.8366,1.643523945954712
19.8364,1.643523945954712
19.8362,1.643523945954712
19.836,1.647202257678129
19.8358,1.647202257678129
19.8356,1.647202257678129
19.8354,1.647202257678129
19.8352,1.647202257678129
19.835,1.647202257678129
19.8348,1.647202257678129
19.8346,1.647202257678129
19.8344,1.647202257678129
19.8342,1.647202257678129
19.834,1.647202257678129
19.8338,1.647202257678129
19.8336,1.647202257678129
19.8334,1.650880569401546
19.8332,1.647202257678129
19.833,1.650880569401546
19.8328,1.650880569401546
19.8326,1.650880569401546
19.8324,1.650880569401546
19.8322,1.654558881124963
19.832,1.654558881124963
19.8318,1.654558881124963
19.8316,1.654558881124963
19.8314,1.65823719284838
19.8312,1.65823719284838
19.831,1.65823719284838
19.8308,1.65823719284838
19.8306,1.661915504571797
19.8304,1.661915504571797
19.8302,1.661915504571797
19.83,1.665593816295214
19.8298,1.665593816295214
19.8296,1.665593816295214
19.8294,1.669272128018631
19.8292,1.669272128018631
19.829,1.669272128018631
19.8288,1.672950439742048
19.8286,1.672950439742048
19.8284,1.672950439742048
19.8282,1.676628751465466
19.828,1.676628751465466
19.8278,1.676628751465466
19.8276,1.676628751465466
19.8274,1.676628751465466
19.8272,1.676628751465466
19.827,1.676628751465466
19.8268,1.676628751465466
19.8266,1.676628751465466
19.8264,1.676628751465466
19.8262,1.680307063188883
19.826,1.676628751465466
19.8258,1.676628751465466
19.8256,1.676628751465466
19.8254,1.676628751465466
19.8252,1.676628751465466
19.825,1.672950439742048
19.8248,1.676628751465466
19.8246,1.672950439742048
19.8244,1.672950439742048
19.8242,1.672950439742048
19.824,1.669272128018631
19.8238,1.669272128018631
19.8236,1.669272128018631
19.8234,1.669272128018631
19.8232,1.665593816295214
19.823,1.669272128018631
19.8228,1.665593816295214
19.8226,1.665593816295214
19.8224,1.661915504571797
19.8222,1.661915504571797
19.822,1.661915504571797
19.8218,1.661915504571797
19.8216,1.661915504571797
19.8214,1.65823719284838
19.8212,1.65823719284838
19.821,1.65823719284838
19.8208,1.65823719284838
19.8206,1.654558881124963
19.8204,1.654558881124963
19.8202,1.654558881124963
19.82,1.654558881124963
19.8198,1.650880569401546
19.8196,1.650880569401546
19.8194,1.647202257678129
19.8192,1.647202257678129
19.819,1.647202257678129
19.8188,1.647202257678129
19.8186,1.643523945954712
19.8184,1.643523945954712
19.8182,1.639845634231295
19.818,1.639845634231295
19.8178,1.639845634231295
19.8176,1.639845634231295
19.8174,1.639845634231295
19.8172,1.639845634231295
19.817,1.636167322507877
19.8168,1.636167322507877
19.8166,1.639845634231295
19.8164,1.636167322507877
19.8162,1.636167322507877
19.816,1.636167322507877
19.8158,1.636167322507877
19.8156,1.639845634231295
19.8154,1.639845634231295
19.8152,1.639845634231295
19.815,1.639845634231295
19.8148,1.639845634231295
19.8146,1.639845634231295
19.8144,1.639845634231295
19.8142,1.639845634231295
19.814,1.639845634231295
19.8138,1.639845634231295
19.8136,1.639845634231295
19.8134,1.639845634231295
19.8132,1.639845634231295
19.813,1.639845634231295
19.8128,1.639845634231295
19.8126,1.643523945954712
19.8124,1.643523945954712
19.8122,1.647202257678129
19.812,1.647202257678129
19.8118,1.650880569401546
19.8116,1.650880569401546
19.8114,1.654558881124963
19.8112,1.654558881124963
19.811,1.65823719284838
19.8108,1.65823719284838
19.8106,1.661915504571797
19.8104,1.661915504571797
19.8102,1.665593816295214
19.81,1.665593816295214
19.8098,1.669272128018631
19.8096,1.669272128018631
19.8094,1.669272128018631
19.8092,1.669272128018631
19.809,1.672950439742048
19.8088,1.672950439742048
19.8086,1.672950439742048
19.8084,1.676628751465466
19.8082,1.676628751465466
19.808,1.676628751465466
19.8078,1.676628751465466
19.8076,1.676628751465466
19.8074,1.672950439742048
19.8072,1.672950439742048
19.807,1.672950439742048
19.8068,1.669272128018631
19.8066,1.672950439742048
19.8064,1.669272128018631
19.8062,1.669272128018631
19.806,1.669272128018631
19.8058,1.669272128018631
19.8056,1.669272128018631
19.8054,1.669272128018631
19.8052,1.669272128018631
19.805,1.669272128018631
19.8048,1.669272128018631
19.8046,1.669272128018631
19.8044,1.669272128018631
19.8042,1.669272128018631
19.804,1.669272128018631
19.8038,1.669272128018631
19.8036,1.669272128018631
19.8034,1.665593816295214
19.8032,1.665593816295214
19.803,1.665593816295214
19.8028,1.661915504571797
19.8026,1.661915504571797
19.8024,1.661915504571797
19.8022,1.661915504571797
19.802,1.65823719284838
19.8018,1.65823719284838
19.8016,1.654558881124963
19.8014,1.654558881124963
19.8012,1.654558881124963
19.801,1.654558881124963
19.8008,1.654558881124963
19.8006,1.654558881124963
19.8004,1.654558881124963
19.8002,1.650880569401546
19.8,1.650880569401546
19.7998,1.647202257678129
19.7996,1.647202257678129
19.7994,1.643523945954712
19.7992,1.643523945954712
19.799,1.643523945954712
19.7988,1.639845634231295
19.7986,1.636167322507877
19.7984,1.636167322507877
19.7982,1.636167322507877
19.798,1.63248901078446
19.7978,1.63248901078446
19.7976,1.628810699061043
19.7974,1.628810699061043
19.7972,1.628810699061043
19.797,1.628810699061043
19.7968,1.628810699061043
19.7966,1.628810699061043
19.7964,1.628810699061043
19.7962,1.628810699061043
19.796,1.628810699061043
19.7958,1.628810699061043
19.7956,1.628810699061043
19.7954,1.628810699061043
19.7952,1.628810699061043
19.795,1.628810699061043
19.7948,1.628810699061043
19.7946,1.63248901078446
19.7944,1.63248901078446
19.7942,1.628810699061043
19.794,1.63248901078446
19.7938,1.63248901078446
19.7936,1.63248901078446
19.7934,1.63248901078446
19.7932,1.63248901078446
19.793,1.636167322507877
19.7928,1.636167322507877
19.7926,1.636167322507877
19.7924,1.636167322507877
19.7922,1.639845634231295
19.792,1.639845634231295
19.7918,1.639845634231295
19.7916,1.639845634231295
19.7914,1.639845634231295
19.7912,1.639845634231295
19.791,1.643523945954712
19.7908,1.643523945954712
19.7906,1.639845634231295
19.7904,1.643523945954712
19.7902,1.643523945954712
19.79,1.643523945954712
19.7898,1.643523945954712
19.7896,1.643523945954712
19.7894,1.643523945954712
19.7892,1.643523945954712
19.789,1.643523945954712
19.7888,1.643523945954712
19.7886,1.643523945954712
19.7884,1.643523945954712
19.7882,1.643523945954712
19.788,1.643523945954712
19.7878,1.643523945954712
19.7876,1.643523945954712
19.7874,1.643523945954712
19.7872,1.643523945954712
19.787,1.647202257678129
19.7868,1.643523945954712
19.7866,1.643523945954712
19.7864,1.647202257678129
19.7862,1.643523945954712
19.786,1.643523945954712
19.7858,1.643523945954712
19.7856,1.647202257678129
19.7854,1.643523945954712
19.7852,1.643523945954712
19.785,1.643523945954712
19.7848,1.643523945954712
19.7846,1.643523945954712
19.7844,1.643523945954712
19.7842,1.647202257678129
19.784,1.647202257678129
